date,water_temp_f
2018-01-16,52
2018-01-17,54
2018-01-18,53
2018-01-19,49
2018-01-20,51
2018-01-21,50
2018-01-22,50
2018-01-23,50
2018-01-24,51
2018-01-25,49
2018-01-26,50
2018-01-27,50
2018-01-28,50
2018-01-29,50
2018-01-30,51
2018-01-31,52
2018-02-01,54
2018-02-02,52
2018-02-03,54
2018-02-04,56
2018-02-05,56
2018-02-06,56
2018-02-07,55
2018-02-08,56
2018-02-09,55
2018-02-10,53
2018-02-11,50
2018-02-12,50
