"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-21","83","100","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-22","84","99","71"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-23","74","86","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-24","75","92","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-25","76","94","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-26","78","95","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-27","80","100","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-28","81","96","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-29","87","104","73"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-30","81","93","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-08-31","74","89","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-01","76","92","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-02","81","98","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-03","83","99","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-04","78","93","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-05","69","83","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-06","73","86","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-07","74","91","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-08","74","91","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-09","77","96","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-10","80","101","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-11","84","105","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-12","81","91","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-13","67","76","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-14","68","79","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-15","72","87","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-16","75","91","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-17","78","97","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-18","80","97","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-19","78","94","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-20","81","98","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-21","84","102","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-22","84","105","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-23","80","101","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-24","79","97","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-25","78","100","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-26","81","108","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-27","80","101","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-28","73","89","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-29","65","75","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-09-30","64","75","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-01","68","83","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-02","68","84","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-03","64","73","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-04","58","68","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-05","62","74","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-06","65","78","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-07","67","85","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-08","62","79","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-09","64","87","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-10","64","84","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-11","60","74","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-12","56","62","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-13","58","61","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-14","64","71","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-15","62","66","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-16","69","85","57"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-17","67","79","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-18","64","71","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-19","55","59","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-20","59","74","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-21","60","73","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-22","63","79","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-23","65","79","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-24","64","77","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-25","66","81","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-26","65","76","56"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-27","56","64","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-28","53","62","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-29","56","72","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-30","59","73","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-10-31","58","76","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-01","61","79","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-02","62","81","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-03","59","79","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-04","59","74","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-05","58","66","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-06","60","64","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-07","54","66","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-08","52","68","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-09","48","58","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-10","54","65","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-11","55","60","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-12","51","62","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-13","48","60","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-14","48","62","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-15","49","62","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-16","47","63","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-17","45","60","31"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-18","46","59","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-19","45","59","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-20","44","53","35"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-21","44","56","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-22","49","57","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-23","53","66","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-24","55","72","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-25","56","73","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-26","48","63","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-27","52","60","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-28","56","65","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-29","57","69","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-11-30","47","64","35"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-01","47","66","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-02","44","63","32"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-03","49","67","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-04","41","53","31"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-05","42","54","30"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-06","35","47","22"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-07","35","46","27"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-08","31","44","21"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-09","33","48","22"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-10","36","48","19"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-11","40","42","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-12","43","44","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-13","46","52","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-14","48","52","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-15","50","52","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-16","50","53","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-17","49","57","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-18","51","65","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-19","46","47","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-20","46","47","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-21","50","55","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-22","44","54","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-23","46","60","35"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-24","47","64","32"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-25","42","59","32"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-26","40","47","32"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-27","43","46","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-28","42","49","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-29","38","44","30"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-30","44","50","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2009-12-31","46","51","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-01","53","56","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-02","50","59","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-03","44","52","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-04","42","53","35"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-05","44","56","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-06","43","45","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-07","44","44","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-08","44","49","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-09","45","51","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-10","47","54","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-11","46","47","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-12","53","59","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-13","53","62","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-14","48","60","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-15","46","54","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-16","49","58","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-17","49","51","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-18","51","55","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-19","48","51","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-20","46","49","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-21","44","46","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-22","45","49","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-23","45","50","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-24","44","45","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-25","44","46","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-26","45","54","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-27","48","61","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-28","48","55","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-29","49","56","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-30","49","56","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-01-31","48","60","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-01","45","49","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-02","47","54","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-03","49","57","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-04","49","53","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-05","52","56","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-06","51","53","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-07","50","62","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-08","47","55","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-09","48","56","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-10","47","53","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-11","51","54","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-12","53","59","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-13","53","62","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-14","50","58","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-15","55","69","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-16","56","75","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-17","54","70","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-18","54","69","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-19","52","60","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-20","53","60","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-21","48","57","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-22","47","60","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-23","46","48","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-24","48","53","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-25","50","59","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-26","52","56","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-27","52","65","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-02-28","54","69","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-01","53","62","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-02","52","55","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-03","46","53","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-04","45","55","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-05","49","58","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-06","55","67","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-07","55","67","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-08","48","54","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-09","45","53","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-10","46","58","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-11","48","60","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-12","49","53","38"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-13","45","57","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-14","52","69","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-15","53","68","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-16","56","73","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-17","61","80","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-18","61","76","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-19","62","80","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-20","58","71","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-21","54","67","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-22","58","70","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-23","60","74","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-24","56","70","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-25","51","59","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-26","49","64","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-27","57","71","42"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-28","61","72","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-29","58","64","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-30","52","59","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-03-31","47","54","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-01","51","60","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-02","46","53","37"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-03","46","58","32"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-04","45","51","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-05","47","59","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-06","50","64","33"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-07","60","75","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-08","58","69","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-09","58","71","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-10","53","61","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-11","49","52","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-12","50","53","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-13","53","62","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-14","51","61","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-15","56","68","43"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-16","59","71","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-17","60","74","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-18","63","80","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-19","61","73","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-20","51","57","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-21","53","63","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-22","61","75","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-23","61","75","44"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-24","62","77","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-25","64","82","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-26","62","75","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-27","56","67","46"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-28","48","58","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-29","51","66","34"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-04-30","58","72","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-01","65","79","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-02","65","79","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-03","67","84","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-04","64","77","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-05","59","69","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-06","58","72","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-07","63","79","45"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-08","63","75","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-09","58","67","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-10","51","57","40"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-11","56","73","36"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-12","65","80","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-13","69","85","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-14","69","85","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-15","70","85","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-16","69","81","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-17","57","62","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-18","62","71","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-19","59","66","51"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-20","62","73","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-21","57","67","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-22","51","61","39"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-23","59","75","41"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-24","58","67","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-25","56","64","49"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-26","59","69","47"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-27","51","56","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-28","58","70","48"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-29","67","83","50"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-30","72","86","55"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-05-31","72","83","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-01","68","79","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-02","70","78","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-03","70","77","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-04","70","76","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-05","75","88","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-06","76","89","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-07","77","92","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-08","75","86","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-09","70","80","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-10","68","79","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-11","73","85","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-12","78","93","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-13","83","98","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-14","80","93","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-15","75","87","60"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-16","70","84","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-17","71","86","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-18","72","84","53"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-19","65","76","52"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-20","71","85","54"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-21","78","92","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-22","78","92","58"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-23","82","93","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-24","79","92","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-25","75","90","59"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-26","85","103","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-27","90","108","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-28","89","105","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-29","87","102","75"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-06-30","80","91","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-01","77","89","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-02","79","94","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-03","80","94","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-04","84","99","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-05","84","99","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-06","82","95","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-07","80","93","63"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-08","81","95","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-09","81","93","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-10","84","99","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-11","87","104","68"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-12","83","95","70"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-13","77","88","61"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-14","83","98","65"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-15","88","108","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-16","91","106","72"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-17","87","100","72"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-18","88","104","72"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-19","88","104","69"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-20","84","97","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-21","79","92","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-22","80","97","62"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-23","83","99","64"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-24","86","104","66"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-25","84","98","67"
"USR0000CCRN","CORNING CALIFORNIA, CA US","2010-07-26","78","91","65"
